Well	Sample Name	Detector	Task	Ct	Avg Ct	Ct SD	Delta Ct	Qty	Avg Qty	Qty SD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rn values	-0.23242871	-0.22789091	-0.22484304	-0.22182235	-0.21881399	-0.21833718	-0.21696746	-0.21661076	-0.21705669	-0.21404722	-0.21385638	-0.21293865	-0.2115254	-0.20960309	-0.20383792	-0.1946805	-0.17463164	-0.14087245	-0.07870059	0.0327964	0.21473823	0.49023888	0.84262145	1.2433996	1.6328849	1.9733759	2.2553132	2.4741223	2.6334243	2.7439284	2.8154368	2.8605456	2.8905265	2.9024093	2.911338	2.9212778	2.9303434	2.9377215	2.9438083	2.9458766
Delta Rn values	-0.006419135	-0.003206949	-0.001484699	2.10E-04	0.001893117	0.001044305	0.0010884	1.19E-04	-0.001652067	3.18E-05	-0.001102998	-0.001510884	-0.001423247	-8.27E-04	0.003612993	0.011444793	0.03016803	0.0626016	0.12344784	0.23361921	0.41423544	0.68841046	1.0394675	1.4389199	1.8270795	2.166245	2.4468567	2.6643403	2.8223164	2.931495	3.0016778	3.045461	3.0741162	3.0846734	3.0922766	3.1008906	3.1086307	3.1146832	3.1194444	3.120187
Study Values	15.16852077	THSB1	Orbital Drug																																					
Study Stat Values	9	-19.90167882	 	1.730715405	0.74002578																																			
Study RQ Values	H2O control	231335.4097	72493.9052	738214.7732	-17.81962659	-2.31E+07																																		
DDCT Values	80		Orbital Drug	THSB1	Target	17.387562		-19.901678	1.7307154	0.74002576	0	231335.4	72493.91	738214.75	FALSE	-17.819626																								
81	Orbital Drug	ANGP2	Target	30.765654	29.746122	1.9053189																																		
Rn values	-0.12073376	-0.1047027	-0.09426192	-0.088914655	-0.08258269	-0.08064155	-0.076132	-0.07267797	-0.07336099	-0.07046991	-0.069126435	-0.069827855	-0.06863991	-0.06733585	-0.06609551	-0.06594195	-0.065222025	-0.06363956	-0.064206146	-0.06098097	-0.06106787	-0.059790924	-0.05906396	-0.059460014	-0.05707958	-0.056391254	-0.053225834	-0.047973577	-0.04249255	-0.032621853	-0.015243419	0.013970052	0.063470565	0.14610629	0.28196916	0.50179476	0.82352644	1.2397075	1.6921545	2.119843
Delta Rn values	-0.03342055	-0.018774318	-0.009718359	-0.005755915	-8.09E-04	-2.52E-04	0.002872273	0.00494148	0.00287364	0.004379896	0.004338547	0.002252305	0.002055425	0.001974663	0.001830183	5.99E-04	-6.60E-05	1.32E-04	-0.001819745	2.06E-05	-0.001451116	-0.001558991	-0.002216849	-0.003997726	-0.003002114	-0.003698611	-0.001918014	0.001949421	0.006045625	0.0145315	0.03052511	0.05835376	0.10646945	0.18772034	0.3221984	0.54063916	0.86098605	1.2757822	1.7268444	2.1531482
Study Values	29.74612172	ANGP2	Orbital Drug																																					
Study Stat Values	9	-5.324077861	 	2.254441241	0.946304956																																			
Study RQ Values	H2O control	4.80E-06	1.09E-06	2.12E-05	17.66867988	99.99952005																																		
DDCT Values	81		Orbital Drug	ANGP2	Target	30.765654		-5.324078	2.2544413	0.946305	0	4.80E-06	1.09E-06	2.12E-05	FALSE	17.66868																								
82	Orbital Drug	ANGP2	Target	29.570808	29.746122	1.9053189																																		
Rn values	-0.124120764	-0.1097968	-0.101143755	-0.09333968	-0.08680919	-0.08439348	-0.081066	-0.07896209	-0.0760939	-0.07549124	-0.07492022	-0.07102703	-0.07115114	-0.068039745	-0.066945285	-0.06805466	-0.06773972	-0.06612898	-0.06255178	-0.06202692	-0.059818443	-0.06174535	-0.060763042	-0.05673649	-0.054678753	-0.05202409	-0.04956311	-0.041646097	-0.030370213	-0.008736012	0.021163212	0.07563699	0.16288635	0.31949422	0.5714112	0.94958234	1.4483134	2.0012677	2.5269928	2.9485016
Delta Rn values	-0.030783229	-0.01812276	-0.011133214	-0.004992639	-1.26E-04	6.27E-04	0.002290551	0.002730962	0.003935655	0.002874812	0.001782334	0.004012025	0.002224422	0.003672316	0.003103279	3.30E-04	-0.00101815	-0.001070907	8.43E-04	-2.96E-04	2.49E-04	-0.003341272	-0.004022464	-0.001659411	-0.00126517	-2.74E-04	5.23E-04	0.006776992	0.016389377	0.03636008	0.0645958	0.117406085	0.20299195	0.35793632	0.6081898	0.98469746	1.4817649	2.0330558	2.5571175	2.9769628
Study Values	29.74612172	ANGP2	Orbital Drug																																					
Study Stat Values	9	-5.324077861	 	2.254441241	0.946304956																																			
Study RQ Values	H2O control	4.80E-06	1.09E-06	2.12E-05	17.66867988	99.99952005																																		
DDCT Values	82		Orbital Drug	ANGP2	Target	29.570808		-5.324078	2.2544413	0.946305	0	4.80E-06	1.09E-06	2.12E-05	FALSE	17.66868																								
83	Orbital Drug	ANGP2	Target	32.43463	29.746122	1.9053189																																		
Rn values	-0.23297918	-0.22560406	-0.21628527	-0.21212414	-0.2042466	-0.20028318	-0.19901079	-0.19759299	-0.19848523	-0.20043395	-0.20013753	-0.1994204	-0.19833824	-0.20060366	-0.20076376	-0.20032544	-0.19950372	-0.19809555	-0.19725002	-0.19483083	-0.19670089	-0.19430026	-0.19611603	-0.19686718	-0.1959992	-0.19627255	-0.1925587	-0.19274493	-0.19156992	-0.1881094	-0.18252194	-0.17131396	-0.14969483	-0.1105644	-0.043158013	0.07511041	0.27769026	0.58301204	0.9841493	1.4221063
Delta Rn values	-0.025961885	-0.019134032	-0.010362514	-0.006748647	5.82E-04	0.003997774	0.004722902	0.005593436	0.004153932	0.001657937	0.001407099	0.00157695	0.00211185	-7.01E-04	-0.001408205	-0.001517154	-0.001242696	-3.82E-04	-8.35E-05	0.001788388	-6.29E-04	0.001224425	-0.001138608	-0.002437027	-0.002116316	-0.00293693	2.30E-04	-5.04E-04	1.24E-04	0.003037157	0.008077349	0.018738065	0.039809924	0.07839309	0.14525221	0.26297337	0.46500593	0.76978046	1.1703705	1.6077801
Study Values	29.74612172	ANGP2	Orbital Drug																																					
Study Stat Values	9	-5.324077861	 	2.254441241	0.946304956																																			
Study RQ Values	H2O control	4.80E-06	1.09E-06	2.12E-05	17.66867988	99.99952005																																		
DDCT Values	83		Orbital Drug	ANGP2	Target	32.43463		-5.324078	2.2544413	0.946305	0	4.80E-06	1.09E-06	2.12E-05	FALSE	17.66868																								
84	Orbital Drug	HPRT	Target	34.32774	35.070198	1.2050998																																		
Rn values	-0.18823722	-0.16528699	-0.14963208	-0.13925348	-0.12981111	-0.12380341	-0.117413625	-0.11192693	-0.10761643	-0.10447504	-0.10168877	-0.09763615	-0.09476048	-0.09225505	-0.09142823	-0.088774174	-0.08588799	-0.08401344	-0.083118096	-0.08132107	-0.07894112	-0.07860877	-0.076030724	-0.07690735	-0.07728683	-0.07647883	-0.07595867	-0.075456694	-0.073641405	-0.072800614	-0.070133455	-0.06694113	-0.059326243	-0.046299923	-0.022165623	0.022897445	0.104202986	0.2444486	0.46596986	0.7688428
Delta Rn values	-0.05794903	-0.037270807	-0.02388791	-0.01578132	-0.008610955	-0.004875263	-7.57E-04	0.002457197	0.004495684	0.005365063	0.005879325	0.007659941	0.008263602	0.008497022	0.007051833	0.007433878	0.008048052	0.007650594	0.006273929	0.005798947	0.005906885	0.003967223	0.004273264	0.001124627	-0.001526863	-0.002990871	-0.004742718	-0.006512752	-0.006969472	-0.008400691	-0.008005541	-0.007085222	-0.001742347	0.009011963	0.030874256	0.07366531	0.15269884	0.29067245	0.5099217	0.8105227
DDCT Values	84		Orbital Drug	HPRT	Target	34.32774									FALSE																									
85	Orbital Drug	HPRT	Target	35.279675	35.070198	1.2050998																																		
Rn values	-0.14796802	-0.12739286	-0.11505057	-0.104940906	-0.09644393	-0.091803834	-0.087106705	-0.08691601	-0.0862464	-0.08691149	-0.08427126	-0.084094465	-0.08637666	-0.086067535	-0.08496461	-0.083705686	-0.08266768	-0.08256111	-0.0815599	-0.08199175	-0.08062507	-0.08079985	-0.081260435	-0.07930037	-0.07983032	-0.07962505	-0.080363736	-0.07816086	-0.07791905	-0.07747154	-0.076344036	-0.0747763	-0.072657205	-0.06913199	-0.059500568	-0.043496914	-0.011242664	0.048154395	0.15263778	0.33822536
Delta Rn values	-0.050363373	-0.030576427	-0.019022357	-0.009700912	-0.001992153	0.001859723	0.005768633	0.005171112	0.0050525	0.00359919	0.005451203	0.004839779	0.001769366	0.001290272	0.001604977	0.002075683	0.002325472	0.001643818	0.001856816	6.37E-04	0.001215203	2.52E-04	-9.97E-04	1.75E-04	-0.001142919	-0.001725867	-0.003252774	-0.001838116	-0.002384527	-0.002725234	-0.002385949	-0.001606431	-2.76E-04	0.002461438	0.011304644	0.026520079	0.05798611	0.11659495	0.22029011	0.40508947
DDCT Values	85		Orbital Drug	HPRT	Target	35.279675									FALSE																									
86	Orbital Drug	HPRT	Target	37.08527	35.070198	1.2050998																																		
Rn values	-0.24031492	-0.22982632	-0.22208706	-0.21626996	-0.2137983	-0.21032046	-0.20842327	-0.2077805	-0.20903727	-0.20999885	-0.21075407	-0.21225816	-0.21261054	-0.21337023	-0.21380813	-0.21292318	-0.21363153	-0.21361831	-0.21339144	-0.21261127	-0.21311508	-0.21264507	-0.21312854	-0.21423511	-0.21189813	-0.21321613	-0.21258345	-0.2125606	-0.21108553	-0.21131286	-0.21027939	-0.20775713	-0.20698343	-0.2042446	-0.20302807	-0.2005363	-0.19591945	-0.18916407	-0.18151164	-0.16582148
Delta Rn values	-0.025685893	-0.015362265	-0.007787974	-0.002135843	1.71E-04	0.003483715	0.005215931	0.005693737	0.004271989	0.003145447	0.002225257	5.56E-04	3.88E-05	-8.86E-04	-0.00148869	-7.69E-04	-0.001642021	-0.001793774	-0.001731874	-0.001116678	-0.001785456	-0.001480414	-0.002128852	-0.003400397	-0.001228388	-0.00271135	-0.002243646	-0.002385758	-0.001075662	-0.001467964	-5.99E-04	0.001757827	0.002366555	0.004940419	0.00599198	0.008318782	0.012770654	0.019361066	0.026848529	0.04237372
DDCT Values	86		Orbital Drug	HPRT	Target	37.08527									FALSE																									
87	Orbital Drug	AXIN	Target	26.15125	27.80008	1.7251039																																		
Rn values	-0.19795457	-0.18017526	-0.16809912	-0.15886833	-0.15037501	-0.14486676	-0.14136201	-0.13962413	-0.14017266	-0.14057334	-0.14018656	-0.14006396	-0.13932295	-0.13941532	-0.13941742	-0.13671802	-0.13620174	-0.13526236	-0.13332693	-0.13072999	-0.12465235	-0.11516792	-0.09843828	-0.06608127	-0.001493591	0.118060574	0.33220422	0.66838837	1.0985963	1.5289136	1.9395462	2.3150387	2.637731	2.9043384	3.141963	3.3099551	3.4123049	3.4764552	3.511481	3.5263715
Delta Rn values	-0.040809393	-0.024496686	-0.013887146	-0.006122953	9.04E-04	0.004945411	0.006983564	0.007254842	0.005239716	0.003372439	0.002292614	9.49E-04	2.23E-04	-0.001335946	-0.002804647	-0.001571841	-0.00252216	-0.003049376	-0.002580553	-0.001450208	0.003160832	0.011178657	0.026441703	0.05733211	0.120453194	0.23854075	0.4512178	0.78593534	1.2146767	1.6435274	2.0526934	2.4267192	2.747945	3.0130858	3.2492437	3.4157693	3.5166523	3.5793362	3.6128955	3.6263192
Study Values	27.8000803	AXIN	Orbital Drug																																					
Study Stat Values	9	-7.270119286	 	2.104340518	0.886820362																																			
Study RQ Values	H2O control	5383.318439	1340.12621	21624.91652	-12.39428005	-538231.8439																																		
DDCT Values	87		Orbital Drug	AXIN	Target	26.15125		-7.270119	2.1043406	0.8868204	0	5383.3184	1340.1262	21624.916	FALSE	-12.39428																								
88	Orbital Drug	AXIN	Target	26.679752	27.80008	1.7251039																																		
Rn values	-0.17540237	-0.16145721	-0.14902344	-0.13819616	-0.13129127	-0.12510538	-0.12461004	-0.12525608	-0.124673754	-0.12285049	-0.12312421	-0.12253755	-0.12214659	-0.12079724	-0.1193775	-0.11918882	-0.11710947	-0.11681817	-0.11616674	-0.11147793	-0.11025922	-0.103739604	-0.09147127	-0.067468576	-0.021526461	0.06662965	0.22565526	0.49668655	0.8740742	1.2873397	1.6923748	2.069611	2.3884158	2.6955793	2.9292257	3.0993855	3.2249677	3.298008	3.3393588	3.3537896
Delta Rn values	-0.036786757	-0.024246795	-0.013218227	-0.003796138	0.001703548	0.006484238	0.005574383	0.003523144	0.002700268	0.00311833	0.001439411	6.21E-04	-3.93E-04	-4.49E-04	-4.35E-04	-0.001651196	-9.77E-04	-0.002090939	-0.002844711	4.39E-04	2.52E-04	0.005366827	0.016229963	0.038827457	0.083364375	0.17011528	0.3277357	0.5973618	0.97334427	1.3852046	1.7888345	2.1646655	2.482065	2.7878234	3.0200646	3.1888192	3.3129961	3.3846312	3.4245768	3.4376025
Study Values	27.8000803	AXIN	Orbital Drug																																					
Study Stat Values	9	-7.270119286	 	2.104340518	0.886820362																																			
Study RQ Values	H2O control	5383.318439	1340.12621	21624.91652	-12.39428005	-538231.8439																																		
DDCT Values	88		Orbital Drug	AXIN	Target	26.679752		-7.270119	2.1043406	0.8868204	0	5383.3184	1340.1262	21624.916	FALSE	-12.39428																								
89	Orbital Drug	AXIN	Target	27.967012	27.80008	1.7251039																																		
Rn values	-0.18696067	-0.17297989	-0.16428527	-0.15829964	-0.15432811	-0.15250306	-0.15223621	-0.15288283	-0.1538873	-0.1531017	-0.15255928	-0.15302168	-0.15335643	-0.15223101	-0.15287466	-0.15309796	-0.1521631	-0.15282512	-0.15144023	-0.15029675	-0.14840603	-0.14548364	-0.1411197	-0.13183787	-0.11316087	-0.07612434	-0.006074129	0.12219338	0.34822583	0.68845266	1.0903273	1.4850446	1.8614874	2.1989985	2.49425	2.7428994	2.9580655	3.1167934	3.2193534	3.2825868
Delta Rn values	-0.027984794	-0.014552008	-0.00640538	-9.68E-04	0.002455804	0.003732862	0.003451722	0.00225711	7.05E-04	9.42E-04	9.37E-04	-7.37E-05	-9.56E-04	-3.79E-04	-0.001570659	-0.002341943	-0.00195508	-0.003165084	-0.002328191	-0.001732696	-3.90E-04	0.001984428	0.005800376	0.014534215	0.032663226	0.06915177	0.138654	0.26637352	0.49185798	0.8315368	1.2328634	1.6270328	2.0029275	2.3398907	2.6345942	2.8826957	3.0973136	3.2554936	3.3575056	3.420191
Study Values	27.8000803	AXIN	Orbital Drug																																					
Study Stat Values	9	-7.270119286	 	2.104340518	0.886820362																																			
Study RQ Values	H2O control	5383.318439	1340.12621	21624.91652	-12.39428005	-538231.8439																																		
DDCT Values	89		Orbital Drug	AXIN	Target	27.967012		-7.270119	2.1043406	0.8868204	0	5383.3184	1340.1262	21624.916	FALSE	-12.39428																								
90	Orbital Drug	THSB1	Target	13.902298	15.168521	1.2422199																																		
Rn values	-0.22372888	-0.20560136	-0.19552653	-0.18622594	-0.18214141	-0.1776461	-0.1752544	-0.17484127	-0.17414649	-0.17207304	-0.16900735	-0.16108759	-0.14542621	-0.1172283	-0.063826114	0.031651504	0.19644165	0.45648128	0.8217359	1.2596035	1.7137128	2.1233528	2.4681013	2.730655	2.9218233	3.0422614	3.1190808	3.1631217	3.1874125	3.203394	3.2182255	3.229493	3.2366698	3.2433696	3.24637	3.2478108	3.2547162	3.2522848	3.2575502	3.2596002
Delta Rn values	-0.028455593	-0.013116911	-0.005830907	6.81E-04	0.001976541	0.003683014	0.003285875	9.10E-04	-0.001183878	-0.001899261	-0.001622406	0.003508518	0.016381057	0.041790135	0.09240349	0.18509227	0.34709358	0.60434437	0.96681017	1.401889	1.8532094	2.2600605	2.6020203	2.861785	3.0501645	3.1678138	3.2418444	3.2830966	3.3045983	3.317791	3.3298337	3.3383124	3.3427002	3.3466113	3.346823	3.345475	3.3495915	3.344371	3.3468478	3.346109
Study Values	15.16852077	THSB1	Orbital Drug																																					
Study Stat Values	9	-19.90167882	 	1.730715405	0.74002578																																			
Study RQ Values	H2O control	231335.4097	72493.9052	738214.7732	-17.81962659	-2.31E+07																																		
DDCT Values	90		Orbital Drug	THSB1	Target	13.902298		-19.901678	1.7307154	0.74002576	0	231335.4	72493.91	738214.75	FALSE	-17.819626																								
91	Orbital Drug	THSB1	Target	14.448342	15.168521	1.2422199																																		
Rn values	-0.18985468	-0.17763764	-0.16816883	-0.16149808	-0.15608163	-0.15253052	-0.14983703	-0.14925425	-0.14876764	-0.14593114	-0.14466056	-0.13796213	-0.12652178	-0.10760116	-0.069512635	2.95E-04	0.12549734	0.3320345	0.63659686	1.034198	1.4755139	1.9034249	2.2785556	2.5802486	2.8071349	2.9656546	3.0661514	3.1299894	3.16715	3.191112	3.2063112	3.2144706	3.2217298	3.231271	3.2391028	3.2430568	3.2446625	3.253334	3.251497	3.2561874
Delta Rn values	-0.0210209	-0.011447825	-0.004622986	-5.96E-04	0.002176272	0.003083413	0.003132933	0.001071748	-0.001085609	-8.93E-04	-0.002266475	0.001787985	0.010584367	0.026861021	0.062305573	0.12946922	0.2520276	0.4559208	0.7578392	1.1527964	1.5914683	2.0167353	2.3892221	2.688271	2.9125135	3.0683892	3.166242	3.227436	3.2619526	3.2832706	3.295826	3.3013413	3.3059566	3.3128538	3.3180416	3.3193517	3.3183134	3.324341	3.31986	3.3219063
Study Values	15.16852077	THSB1	Orbital Drug																																					
Study Stat Values	9	-19.90167882	 	1.730715405	0.74002578																																			
Study RQ Values	H2O control	231335.4097	72493.9052	738214.7732	-17.81962659	-2.31E+07																																		
DDCT Values	91		Orbital Drug	THSB1	Target	14.448342		-19.901678	1.7307154	0.74002576	0	231335.4	72493.91	738214.75	FALSE	-17.819626																								
92	Orbital Drug	THSB1	Target	15.63991	15.168521	1.2422199																																		
Rn values	-0.24283248	-0.2275862	-0.21600996	-0.20951624	-0.20476921	-0.2039572	-0.20336689	-0.2043204	-0.2029515	-0.20157833	-0.20178173	-0.19774312	-0.19377078	-0.18580711	-0.16932546	-0.1389571	-0.08500606	0.013130854	0.17816617	0.43573636	0.78639996	1.1956187	1.5987331	1.9682142	2.2752922	2.51046	2.68023	2.7996156	2.874434	2.9207206	2.9450743	2.9624329	2.9762447	2.977322	2.9872236	2.99872	3.0032418	3.0063498	3.011928	3.0147088
Delta Rn values	-0.028245015	-0.014566219	-0.004557474	3.69E-04	0.003548296	0.002792815	0.001815634	-7.05E-04	-9.04E-04	-0.00109828	-0.002869172	-3.98E-04	0.002006802	0.008402984	0.023317147	0.052118015	0.10450156	0.20107098	0.36453882	0.6205415	0.96963763	1.3772889	1.7788358	2.1467493	2.4522598	2.6858602	2.8540626	2.971881	3.0451317	3.089851	3.112637	3.1284282	3.1406724	3.1401825	3.1485164	3.1584451	3.1613996	3.16294	3.166951	3.168164
Study Values	15.16852077	THSB1	Orbital Drug																																					
Study Stat Values	9	-19.90167882	 	1.730715405	0.74002578																																			
Study RQ Values	H2O control	231335.4097	72493.9052	738214.7732	-17.81962659	-2.31E+07																																		
DDCT Values	92		Orbital Drug	THSB1	Target	15.63991		-19.901678	1.7307154	0.74002576	0	231335.4	72493.91	738214.75	FALSE	-17.819626																								
93	Orbital Drug	ANGP2	Target	26.832186	29.746122	1.9053189																																		
Rn values	-0.112925045	-0.09035562	-0.07730966	-0.06711032	-0.061004907	-0.052681196	-0.04930941	-0.045777556	-0.04436513	-0.04479869	-0.042098783	-0.04166658	-0.04276469	-0.041329492	-0.04110524	-0.037912346	-0.037807867	-0.037235186	-0.03569877	-0.034354556	-0.033477165	-0.031927194	-0.030715333	-0.026326286	-0.019790044	-0.00888259	0.008245227	0.03837377	0.08894733	0.17507206	0.3199232	0.55129915	0.89871675	1.3626409	1.8951294	2.4024284	2.817562	3.1303272	3.3211846	3.4402306
Delta Rn values	-0.048352674	-0.027469853	-0.016110497	-0.007597761	-0.003178948	0.00345816	0.005143343	0.006988595	0.006714417	0.004594254	0.005607559	0.004353161	0.001568446	0.001317041	-1.45E-04	0.001360981	-2.21E-04	-0.001335064	-0.001485253	-0.00182764	-0.002636852	-0.002773484	-0.003248226	-5.46E-04	0.004303858	0.013524709	0.028965924	0.057407863	0.106294826	0.19073294	0.33389747	0.56358683	0.90931785	1.3715553	1.9023573	2.4079697	2.8214169	3.1324954	3.321666	3.4390254
Study Values	29.74612172	ANGP2	Orbital Drug																																					
Study Stat Values	9	-5.324077861	 	2.254441241	0.946304956																																			
Study RQ Values	H2O control	4.80E-06	1.09E-06	2.12E-05	17.66867988	99.99952005																																		
DDCT Values	93		Orbital Drug	ANGP2	Target	26.832186		-5.324078	2.2544413	0.946305	0	4.80E-06	1.09E-06	2.12E-05	FALSE	17.66868																								
94	Orbital Drug	ANGP2	Target	28.671722	29.746122	1.9053189																																		
Rn values	-0.24278307	-0.2279883	-0.21898893	-0.2157639	-0.21184827	-0.20755613	-0.20310645	-0.20287411	-0.20371199	-0.20125185	-0.20103893	-0.20484959	-0.20458102	-0.20839888	-0.20834538	-0.20732626	-0.20593216	-0.2054787	-0.20535493	-0.20298402	-0.20633063	-0.20341615	-0.20291974	-0.20507106	-0.20220666	-0.19975078	-0.19253254	-0.18379961	-0.16701628	-0.13571665	-0.08325702	0.013654193	0.17605297	0.43492657	0.8078536	1.2774299	1.7693099	2.2004027	2.5442786	2.7794812
Delta Rn values	-0.03143425	-0.017074058	-0.008509256	-0.005718803	-0.002237756	0.001619814	0.005634919	0.005432682	0.004160229	0.00618579	0.005964137	0.001718903	0.001552891	-0.002699541	-0.003080622	-0.002496077	-0.001536545	-0.001517664	-0.00182847	1.08E-04	-0.00367332	-0.001193422	-0.00113158	-0.003717481	-0.001287652	7.34E-04	0.007517314	0.015815668	0.03216442	0.06302948	0.11505453	0.21153116	0.37349537	0.6319344	1.0044268	1.4735686	1.965014	2.3956723	2.7391136	2.9738815
Study Values	29.74612172	ANGP2	Orbital Drug																																					
Study Stat Values	9	-5.324077861	 	2.254441241	0.946304956																																			
Study RQ Values	H2O control	4.80E-06	1.09E-06	2.12E-05	17.66867988	99.99952005																																		
DDCT Values	94		Orbital Drug	ANGP2	Target	28.671722		-5.324078	2.2544413	0.946305	0	4.80E-06	1.09E-06	2.12E-05	FALSE	17.66868																								
95	Orbital Drug	ANGP2	Target	30.201729	29.746122	1.9053189																																		
Rn values	-0.13694116	-0.1295531	-0.12269833	-0.11771532	-0.11618044	-0.11365314	-0.11082586	-0.105217256	-0.10443562	-0.10433296	-0.102103025	-0.10305338	-0.10258856	-0.10045188	-0.098488905	-0.09555069	-0.0941701	-0.0940566	-0.09315591	-0.0930228	-0.092168376	-0.09256413	-0.09318506	-0.09293602	-0.091956936	-0.089756064	-0.086477	-0.082713634	-0.07396855	-0.05815805	-0.033219524	0.012007382	0.08697806	0.21265857	0.41744655	0.7219777	1.1120402	1.5372263	1.935375	2.2571542
Delta Rn values	-0.018982582	-0.012850388	-0.007251499	-0.003524367	-0.003245363	-0.001973935	-4.03E-04	0.003950197	0.003475954	0.00232274	0.0032968	0.001090566	3.00E-04	0.001180319	0.001887418	0.003569753	0.00369447	0.002552097	0.002196907	0.001074143	6.73E-04	-9.79E-04	-0.002855743	-0.003862576	-0.00413937	-0.003194375	-0.001171183	0.001336305	0.008825511	0.023380136	0.04706279	0.09103382	0.16474862	0.28917325	0.49270537	0.79598063	1.1847873	1.6087174	2.0056102	2.3261337
Study Values	29.74612172	ANGP2	Orbital Drug																																					
Study Stat Values	9	-5.324077861	 	2.254441241	0.946304956																																			
Study RQ Values	H2O control	4.80E-06	1.09E-06	2.12E-05	17.66867988	99.99952005																																		
DDCT Values	95		Orbital Drug	ANGP2	Target	30.201729		-5.324078	2.2544413	0.946305	0	4.80E-06	1.09E-06	2.12E-05	FALSE	17.66868																								
